sample,samples,TCGA_GTEX_main_category,_sample_type,_study,_primary_site,CD19,TNFRSF17,MS4A1,CD22,GPRC5D,SLAMF7,ERBB2,EGFR,MSLN,CD276,CD19_level,TNFRSF17_level,MS4A1_level,CD22_level,GPRC5D_level,SLAMF7_level,ERBB2_level,EGFR_level,MSLN_level,CD276_level,high_target_count,coexpress_2plus
TCGA-E8-A44M-01,TCGA-E8-A44M-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.993,8.518,10.72,9.935,3.246,11.83,13.2,11.83,3.432,11.22,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-DJ-A4V0-01,TCGA-DJ-A4V0-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.893,8.33,10.61,9.743,3.642,11.47,12.91,11.81,2.544,10.7,High,High,High,High,Mid,High,Mid,Mid,Low,Mid,5,Yes
TCGA-BJ-A0ZJ-01,TCGA-BJ-A0ZJ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.838,7.045,10.72,10.94,3.77,10.14,13.45,11.35,3.839,11.07,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-EM-A22M-01,TCGA-EM-A22M-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.765,9.785,6.686,11.18,3.826,12.74,13.67,11.75,5.794,11.6,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-EL-A3ZS-01,TCGA-EL-A3ZS-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.728,7.172,10.95,10.41,4.52,9.7,13.16,12.17,8.203,11.45,High,High,High,High,Mid,High,High,Mid,High,Mid,7,Yes
TCGA-EM-A2P1-01,TCGA-EM-A2P1-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.603,8.501,11.59,11.15,3.179,11.41,12.82,11.86,0.0,11.25,High,High,High,High,Mid,High,Mid,Mid,Low,Mid,5,Yes
TCGA-BJ-A28Z-01,TCGA-BJ-A28Z-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.59,9.11,10.02,10.77,3.066,12.36,13.55,12.1,5.476,11.81,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-DE-A4M8-01,TCGA-DE-A4M8-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.55,9.741,9.7,11.49,2.834,12.37,12.99,11.45,3.35,10.98,High,High,High,High,Mid,High,Mid,Mid,Mid,Mid,5,Yes
TCGA-ET-A3DT-01,TCGA-ET-A3DT-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.511,9.082,10.02,10.69,4.091,12.33,13.49,12.6,2.796,11.84,High,High,High,High,Mid,High,High,High,Mid,Mid,7,Yes
TCGA-ET-A4KN-01,TCGA-ET-A4KN-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.503,8.641,5.456,10.17,0.0,11.38,13.42,8.861,5.499,12.27,High,High,Mid,High,Low,High,High,Low,Mid,High,6,Yes
TCGA-BJ-A28T-01,TCGA-BJ-A28T-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.461,8.855,10.9,10.28,3.353,12.19,12.53,11.67,2.488,10.66,High,High,High,High,Mid,High,Mid,Mid,Low,Mid,5,Yes
TCGA-EM-A2CP-01,TCGA-EM-A2CP-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.364,9.3,9.164,8.799,4.579,12.02,11.58,10.86,4.118,10.39,High,High,High,High,High,High,Mid,Mid,Mid,Low,6,Yes
TCGA-DJ-A2PX-01,TCGA-DJ-A2PX-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.27,8.717,10.45,11.1,3.31,11.0,13.45,12.19,3.689,10.94,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-ET-A3DU-01,TCGA-ET-A3DU-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.223,9.642,7.966,8.591,3.299,12.15,13.71,12.03,3.591,11.83,High,High,High,Mid,Mid,High,High,Mid,Mid,Mid,5,Yes
TCGA-DE-A0XZ-01,TCGA-DE-A0XZ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.172,7.625,9.441,11.09,3.676,10.24,13.43,12.84,4.172,11.49,High,High,High,High,Mid,High,High,High,Mid,Mid,7,Yes
TCGA-EM-A3AJ-01,TCGA-EM-A3AJ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.089,7.996,9.821,8.479,4.27,11.08,13.25,12.24,3.387,10.72,High,High,High,Mid,Mid,High,High,Mid,Mid,Mid,5,Yes
TCGA-E8-A2JQ-01,TCGA-E8-A2JQ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,8.033,8.328,8.752,10.47,3.43,11.5,13.41,12.15,4.251,11.77,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-ET-A3DQ-01,TCGA-ET-A3DQ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.995,7.498,10.05,9.707,1.87,9.88,12.83,12.15,7.238,11.49,High,High,High,High,Low,High,Mid,Mid,Mid,Mid,5,Yes
TCGA-ET-A39M-01,TCGA-ET-A39M-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.991,9.239,6.935,11.92,1.646,11.31,13.31,11.63,5.271,11.66,High,High,High,High,Low,High,High,Mid,Mid,Mid,6,Yes
TCGA-KS-A4ID-01,TCGA-KS-A4ID-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.987,8.285,8.819,10.34,3.146,11.05,12.5,11.13,2.699,10.81,High,High,High,High,Mid,High,Mid,Mid,Mid,Mid,5,Yes
TCGA-DJ-A3V2-01,TCGA-DJ-A3V2-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.978,7.793,9.63,10.04,3.041,10.84,13.66,12.96,8.814,11.41,High,High,High,High,Mid,High,High,High,High,Mid,8,Yes
TCGA-DJ-A3UW-01,TCGA-DJ-A3UW-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.961,8.922,9.087,10.34,2.536,11.5,13.33,11.74,4.43,11.61,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-DJ-A13O-01,TCGA-DJ-A13O-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.902,6.865,9.04,8.861,3.249,9.224,13.62,11.66,4.075,11.17,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-ET-A2N0-01,TCGA-ET-A2N0-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.879,6.922,8.048,9.444,3.968,8.681,13.65,11.05,6.913,11.77,High,High,High,High,Mid,Mid,High,Mid,Mid,Mid,5,Yes
TCGA-J8-A3O2-01,TCGA-J8-A3O2-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.877,5.37,10.04,9.915,2.967,7.172,13.7,12.62,2.471,11.27,High,High,High,High,Mid,Mid,High,High,Low,Mid,6,Yes
TCGA-ET-A40R-01,TCGA-ET-A40R-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.865,6.08,9.494,10.96,3.784,8.713,13.14,11.64,6.115,11.3,High,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,4,Yes
TCGA-EL-A4JX-01,TCGA-EL-A4JX-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.827,9.213,8.439,8.063,3.819,12.21,13.24,11.93,3.011,11.7,High,High,High,Mid,Mid,High,High,Mid,Mid,Mid,5,Yes
TCGA-EL-A3CU-01,TCGA-EL-A3CU-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.701,5.796,9.986,9.589,2.78,9.359,13.42,12.44,2.177,11.62,High,High,High,High,Mid,High,High,Mid,Low,Mid,6,Yes
TCGA-DJ-A2Q3-01,TCGA-DJ-A2Q3-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.665,6.679,9.884,11.4,3.712,9.961,13.73,12.47,1.923,11.7,High,High,High,High,Mid,High,High,Mid,Low,Mid,6,Yes
TCGA-EM-A3O3-01,TCGA-EM-A3O3-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.623,7.522,8.724,8.63,4.181,10.46,13.87,10.33,2.939,11.8,High,High,High,Mid,Mid,High,High,Low,Mid,Mid,5,Yes
TCGA-ET-A3BS-01,TCGA-ET-A3BS-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.554,9.36,7.731,11.38,3.904,12.02,13.68,13.17,2.279,11.36,High,High,High,High,Mid,High,High,High,Low,Mid,7,Yes
TCGA-ET-A3DO-01,TCGA-ET-A3DO-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.55,8.991,8.335,8.465,2.447,11.58,13.32,12.22,7.448,11.37,High,High,High,Mid,Mid,High,High,Mid,Mid,Mid,5,Yes
TCGA-FY-A3R6-01,TCGA-FY-A3R6-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.527,8.662,10.57,8.819,3.509,11.22,12.77,11.93,2.413,10.85,High,High,High,High,Mid,High,Mid,Mid,Low,Mid,5,Yes
TCGA-FE-A23A-01,TCGA-FE-A23A-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.508,8.358,7.525,11.46,3.282,10.67,13.74,11.94,3.435,11.85,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-DJ-A3US-01,TCGA-DJ-A3US-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.402,6.798,9.671,10.34,3.03,10.54,13.57,12.24,1.072,11.14,High,High,High,High,Mid,High,High,Mid,Low,Mid,6,Yes
TCGA-E8-A419-01,TCGA-E8-A419-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.354,8.61,8.551,8.572,3.837,11.25,13.39,11.9,3.147,11.53,High,High,High,Mid,Mid,High,High,Mid,Mid,Mid,5,Yes
TCGA-EM-A3FQ-01,TCGA-EM-A3FQ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.33,4.458,9.003,9.299,2.965,9.017,13.26,12.34,7.129,12.07,High,Mid,High,High,Mid,High,High,Mid,Mid,Mid,5,Yes
TCGA-DJ-A2Q1-01,TCGA-DJ-A2Q1-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.311,6.77,8.58,8.346,2.492,8.976,13.03,11.75,4.327,11.7,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,Mid,3,Yes
TCGA-IM-A4EB-01,TCGA-IM-A4EB-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.295,7.753,8.497,9.985,3.701,10.5,13.55,11.81,6.503,11.39,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-DJ-A3UZ-01,TCGA-DJ-A3UZ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.291,6.187,9.208,8.976,3.623,8.951,13.66,12.43,1.937,10.65,High,High,High,High,Mid,Mid,High,Mid,Low,Mid,5,Yes
TCGA-IM-A3ED-01,TCGA-IM-A3ED-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.183,6.817,9.12,9.507,3.409,10.31,14.24,13.82,7.718,11.54,High,High,High,High,Mid,High,High,High,Mid,Mid,7,Yes
TCGA-EL-A3ZQ-01,TCGA-EL-A3ZQ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.135,7.693,5.753,6.575,2.76,9.733,14.19,11.47,7.916,12.06,High,High,Mid,Mid,Mid,High,High,Mid,High,Mid,5,Yes
TCGA-FY-A3I5-01,TCGA-FY-A3I5-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.125,4.838,9.564,9.823,3.915,8.14,12.99,10.39,0.6446,10.51,High,Mid,High,High,Mid,Mid,Mid,Low,Low,Low,3,Yes
TCGA-DJ-A3VL-01,TCGA-DJ-A3VL-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,7.119,8.576,7.83,7.601,3.538,10.14,13.37,10.23,3.447,10.02,High,High,High,Mid,Mid,High,High,Low,Mid,Low,5,Yes
TCGA-EM-A4FV-01,TCGA-EM-A4FV-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.909,6.861,9.54,9.406,2.108,9.907,13.3,12.85,6.4,11.11,High,High,High,High,Mid,High,High,High,Mid,Mid,7,Yes
TCGA-EM-A3FL-01,TCGA-EM-A3FL-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.806,6.179,8.602,7.653,4.014,8.422,12.77,11.77,0.624,10.14,High,High,High,Mid,Mid,Mid,Mid,Mid,Low,Low,3,Yes
TCGA-EL-A3CV-01,TCGA-EL-A3CV-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.693,4.713,9.328,10.63,2.844,9.827,12.83,12.59,5.656,12.06,High,Mid,High,High,Mid,High,Mid,Mid,Mid,Mid,4,Yes
TCGA-DJ-A13L-01,TCGA-DJ-A13L-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.645,7.245,8.448,8.259,2.882,9.667,13.35,11.83,1.962,11.69,High,High,High,Mid,Mid,High,High,Mid,Low,Mid,5,Yes
TCGA-FE-A230-01,TCGA-FE-A230-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.578,7.518,6.837,7.934,3.488,10.86,13.67,12.87,1.83,11.7,High,High,High,Mid,Mid,High,High,High,Low,Mid,6,Yes
TCGA-J8-A3YF-01,TCGA-J8-A3YF-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.571,7.687,7.59,9.369,3.901,10.6,13.7,12.1,7.807,11.73,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-EL-A3ZP-01,TCGA-EL-A3ZP-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.558,5.738,8.399,9.644,3.716,9.292,13.21,11.73,6.425,11.94,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-ET-A3DS-01,TCGA-ET-A3DS-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.51,6.056,8.311,7.761,3.732,8.404,13.72,10.73,0.0,10.48,High,High,High,Mid,Mid,Mid,High,Mid,Low,Low,4,Yes
TCGA-EL-A3MX-01,TCGA-EL-A3MX-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.46,0.0,3.406,9.88,4.242,4.467,14.15,12.04,11.38,11.85,High,Low,Mid,High,Mid,Low,High,Mid,High,Mid,4,Yes
TCGA-H2-A421-01,TCGA-H2-A421-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.432,8.293,7.02,9.329,3.721,11.0,13.31,11.49,4.54,11.4,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-FE-A3PB-01,TCGA-FE-A3PB-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.399,5.538,8.172,9.292,3.691,8.175,12.9,11.53,2.681,11.82,High,High,High,High,Mid,Mid,Mid,Mid,Mid,Mid,4,Yes
TCGA-EL-A3T1-01,TCGA-EL-A3T1-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.394,6.443,7.882,8.833,3.853,9.951,13.95,13.13,7.191,11.92,High,High,High,High,Mid,High,High,High,Mid,Mid,7,Yes
TCGA-EM-A3SU-01,TCGA-EM-A3SU-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.382,8.359,5.745,9.756,3.231,9.835,13.32,10.94,4.906,11.31,High,High,Mid,High,Mid,High,High,Mid,Mid,Mid,5,Yes
TCGA-E8-A2EA-01,TCGA-E8-A2EA-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.318,7.673,6.838,8.021,3.317,10.48,13.21,11.68,5.301,12.09,High,High,High,Mid,Mid,High,High,Mid,Mid,Mid,5,Yes
TCGA-CE-A481-01,TCGA-CE-A481-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.277,6.57,8.166,8.799,3.597,9.844,13.31,12.41,1.461,11.84,High,High,High,High,Mid,High,High,Mid,Low,Mid,6,Yes
TCGA-EM-A3SZ-01,TCGA-EM-A3SZ-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.272,7.628,7.905,8.437,1.717,10.0,13.44,11.67,2.018,11.47,High,High,High,Mid,Low,High,High,Mid,Low,Mid,5,Yes
TCGA-EM-A1CW-01,TCGA-EM-A1CW-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.262,7.108,6.941,7.491,3.572,9.989,12.46,11.8,4.22,10.28,High,High,High,Mid,Mid,High,Mid,Mid,Mid,Low,4,Yes
TCGA-DJ-A13R-01,TCGA-DJ-A13R-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.246,6.771,7.167,6.605,0.0,11.24,12.27,9.514,5.372,9.904,High,High,High,Mid,Low,High,Mid,Low,Mid,Low,4,Yes
TCGA-FE-A235-01,TCGA-FE-A235-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.128,3.975,7.201,9.78,3.461,7.061,14.0,11.69,7.678,11.98,High,Mid,High,High,Mid,Mid,High,Mid,Mid,Mid,4,Yes
TCGA-IM-A420-01,TCGA-IM-A420-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.126,7.286,6.587,10.41,3.315,10.47,13.48,11.91,6.455,11.39,High,High,Mid,High,Mid,High,High,Mid,Mid,Mid,5,Yes
TCGA-E8-A414-01,TCGA-E8-A414-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.099,1.863,7.677,8.723,3.53,8.189,13.38,12.32,4.882,12.07,High,Mid,High,High,Mid,Mid,High,Mid,Mid,Mid,4,Yes
TCGA-EL-A3ZO-01,TCGA-EL-A3ZO-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.03,4.735,7.96,7.866,2.095,9.106,13.43,11.53,4.024,12.15,High,Mid,High,Mid,Mid,High,High,Mid,Mid,High,5,Yes
TCGA-ET-A39R-01,TCGA-ET-A39R-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.019,7.328,7.097,9.416,1.894,10.84,13.39,11.84,2.686,11.89,High,High,High,High,Low,High,High,Mid,Mid,Mid,6,Yes
TCGA-BJ-A45I-01,TCGA-BJ-A45I-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.015,6.928,8.08,11.36,3.349,9.631,13.39,11.64,3.603,11.66,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-EL-A3CO-01,TCGA-EL-A3CO-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,6.011,4.259,8.219,9.162,5.008,8.839,12.72,12.17,3.332,11.8,High,Mid,High,High,High,Mid,Mid,Mid,Mid,Mid,4,Yes
TCGA-EL-A3T6-01,TCGA-EL-A3T6-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.984,6.761,7.078,7.629,3.591,10.3,13.76,12.4,2.59,11.69,High,High,High,Mid,Mid,High,High,Mid,Mid,Mid,5,Yes
TCGA-EL-A3H7-01,TCGA-EL-A3H7-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.972,6.872,6.277,10.07,2.767,10.15,13.82,12.22,5.691,12.48,High,High,Mid,High,Mid,High,High,Mid,Mid,High,6,Yes
TCGA-EL-A3N3-01,TCGA-EL-A3N3-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.929,7.852,6.11,8.976,3.197,11.06,13.51,12.11,0.7491,11.75,High,High,Mid,High,Mid,High,High,Mid,Low,Mid,5,Yes
TCGA-DJ-A3V3-01,TCGA-DJ-A3V3-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.889,7.311,7.605,8.704,4.175,10.08,13.7,12.06,4.749,11.33,High,High,High,High,Mid,High,High,Mid,Mid,Mid,6,Yes
TCGA-BJ-A2N9-01,TCGA-BJ-A2N9-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.75,6.5,5.211,6.179,2.241,9.672,12.11,10.65,2.578,10.26,High,High,Mid,Mid,Mid,High,Mid,Mid,Mid,Low,3,Yes
TCGA-ET-A25I-01,TCGA-ET-A25I-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.748,6.398,5.106,8.521,2.513,9.616,12.75,10.68,1.936,10.62,High,High,Mid,Mid,Mid,High,Mid,Mid,Low,Mid,3,Yes
TCGA-EM-A3FP-01,TCGA-EM-A3FP-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.703,6.851,5.629,6.411,3.989,9.125,12.79,9.995,2.901,10.31,High,High,Mid,Mid,Mid,High,Mid,Low,Mid,Low,3,Yes
TCGA-DJ-A3UX-01,TCGA-DJ-A3UX-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.694,5.617,7.825,11.07,2.412,8.789,13.27,12.68,1.66,10.81,High,High,High,High,Mid,Mid,High,High,Low,Mid,6,Yes
TCGA-H2-A26U-01,TCGA-H2-A26U-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.663,6.43,7.25,10.56,3.805,10.11,13.93,12.26,3.551,12.41,High,High,High,High,Mid,High,High,Mid,Mid,High,7,Yes
TCGA-DJ-A4UT-01,TCGA-DJ-A4UT-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.657,5.357,7.291,8.058,3.74,9.833,13.34,11.81,2.423,11.66,High,High,High,Mid,Mid,High,High,Mid,Low,Mid,5,Yes
TCGA-ET-A40T-01,TCGA-ET-A40T-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.651,4.747,9.584,10.59,4.088,8.533,13.5,12.26,6.689,11.75,High,Mid,High,High,Mid,Mid,High,Mid,Mid,Mid,4,Yes
TCGA-ET-A3BO-01,TCGA-ET-A3BO-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.635,7.143,5.158,11.16,3.632,9.967,13.67,12.66,2.21,11.59,High,High,Mid,High,Mid,High,High,High,Low,Mid,6,Yes
TCGA-E8-A433-01,TCGA-E8-A433-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.599,3.509,6.82,9.365,3.195,7.126,13.36,11.28,3.195,11.97,High,Mid,High,High,Mid,Mid,High,Mid,Mid,Mid,4,Yes
TCGA-GE-A2C6-01,TCGA-GE-A2C6-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.543,5.47,7.818,10.41,2.616,8.815,13.18,12.44,6.377,11.56,High,High,High,High,Mid,Mid,High,Mid,Mid,Mid,5,Yes
TCGA-E8-A416-01,TCGA-E8-A416-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.532,3.49,8.135,9.477,4.231,7.384,13.25,12.23,1.388,10.53,Mid,Mid,High,High,Mid,Mid,High,Mid,Low,Low,3,Yes
TCGA-DE-A7U5-01,TCGA-DE-A7U5-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.523,7.026,6.462,8.607,3.721,10.1,13.55,12.39,6.507,12.09,Mid,High,Mid,Mid,Mid,High,High,Mid,Mid,Mid,3,Yes
TCGA-BJ-A28R-01,TCGA-BJ-A28R-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.51,6.414,6.312,8.409,3.101,9.549,13.61,12.32,2.765,11.5,Mid,High,Mid,Mid,Mid,High,High,Mid,Mid,Mid,3,Yes
TCGA-DJ-A2PW-01,TCGA-DJ-A2PW-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.49,3.729,6.03,9.894,3.613,6.991,13.54,12.6,8.243,11.76,Mid,Mid,Mid,High,Mid,Mid,High,High,High,Mid,4,Yes
TCGA-EL-A3D6-01,TCGA-EL-A3D6-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.433,7.045,7.253,9.439,3.006,9.121,13.38,12.17,3.405,12.09,Mid,High,High,High,Mid,High,High,Mid,Mid,Mid,5,Yes
TCGA-EL-A3MY-01,TCGA-EL-A3MY-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.428,5.298,7.315,11.08,4.094,8.28,13.74,12.44,7.418,12.53,Mid,High,High,High,Mid,Mid,High,Mid,Mid,High,5,Yes
TCGA-DJ-A3VA-01,TCGA-DJ-A3VA-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.332,5.2,6.588,8.85,3.01,7.859,13.61,12.77,3.817,11.25,Mid,High,Mid,High,Mid,Mid,High,High,Mid,Mid,4,Yes
TCGA-EL-A3CM-01,TCGA-EL-A3CM-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.315,1.826,6.675,9.545,2.75,6.285,13.28,12.15,2.606,11.63,Mid,Mid,High,High,Mid,Mid,High,Mid,Mid,Mid,3,Yes
TCGA-BJ-A191-01,TCGA-BJ-A191-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.308,6.589,5.667,11.38,3.534,9.623,13.67,12.09,6.868,11.1,Mid,High,Mid,High,Mid,High,High,Mid,Mid,Mid,4,Yes
TCGA-DJ-A4V5-01,TCGA-DJ-A4V5-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.294,4.96,6.795,8.651,3.277,8.861,13.98,12.63,5.651,12.38,Mid,High,High,Mid,Mid,Mid,High,High,Mid,High,5,Yes
TCGA-E8-A417-01,TCGA-E8-A417-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.221,6.72,6.629,8.965,3.516,9.841,12.95,12.16,1.317,11.08,Mid,High,Mid,High,Mid,High,Mid,Mid,Low,Mid,3,Yes
TCGA-EM-A3AO-01,TCGA-EM-A3AO-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.197,6.411,6.804,7.402,2.546,8.717,13.44,12.06,1.144,10.84,Mid,High,High,Mid,Mid,Mid,High,Mid,Low,Mid,3,Yes
TCGA-DJ-A1QE-01,TCGA-DJ-A1QE-01,TCGA Thyroid Carcinoma,Primary Tumor,TCGA,Thyroid Gland,5.184,2.656,6.321,8.837,3.677,7.093,13.98,13.01,3.864,12.08,Mid,Mid,Mid,High,Mid,Mid,High,High,Mid,Mid,3,Yes
